total_vehicles,avg_speed_kmh,avg_wait_s,max_wait_s,throughput,departed,speed_ma5,wait_ma5,vehicle_ma5,efficiency,traffic_pressure,congestion_index,final_state,predicted_state,prediction_correct,prob_Bình thường,prob_Chậm,prob_Tắc nghẽn
50,0.0,2004.06,2109.0,0,0,0.0,1984.06,50.0,0.0,100203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2014.06,2119.0,0,0,0.0,1994.06,50.0,0.0,100703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2024.06,2129.0,0,0,0.0,2004.06,50.0,0.0,101203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2034.06,2139.0,0,0,0.0,2014.06,50.0,0.0,101703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2044.06,2149.0,0,0,0.0,2024.06,50.0,0.0,102203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2054.06,2159.0,0,0,0.0,2034.06,50.0,0.0,102703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2064.06,2169.0,0,0,0.0,2044.06,50.0,0.0,103203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2074.06,2179.0,0,0,0.0,2054.06,50.0,0.0,103703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2084.06,2189.0,0,0,0.0,2064.06,50.0,0.0,104203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2094.06,2199.0,0,0,0.0,2074.06,50.0,0.0,104703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9976
50,0.0,2104.06,2209.0,0,0,0.0,2084.06,50.0,0.0,105203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9977
50,0.0,2114.06,2219.0,0,0,0.0,2094.06,50.0,0.0,105703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9977
50,0.0,2124.06,2229.0,0,0,0.0,2104.06,50.0,0.0,106203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0014,0.9977
50,0.0,2134.06,2239.0,0,0,0.0,2114.06,50.0,0.0,106703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2144.06,2249.0,0,0,0.0,2124.06,50.0,0.0,107203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2154.06,2259.0,0,0,0.0,2134.06,50.0,0.0,107703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2164.06,2269.0,0,0,0.0,2144.06,50.0,0.0,108203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2174.06,2279.0,0,0,0.0,2154.06,50.0,0.0,108703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2184.06,2289.0,0,0,0.0,2164.06,50.0,0.0,109203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2194.06,2299.0,0,0,0.0,2174.06,50.0,0.0,109703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2204.06,2309.0,0,0,0.0,2184.06,50.0,0.0,110203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2214.06,2319.0,0,0,0.0,2194.06,50.0,0.0,110703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2224.06,2329.0,0,0,0.0,2204.06,50.0,0.0,111203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2234.06,2339.0,0,0,0.0,2214.06,50.0,0.0,111703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2244.06,2349.0,0,0,0.0,2224.06,50.0,0.0,112203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2254.06,2359.0,0,0,0.0,2234.06,50.0,0.0,112703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2264.06,2369.0,0,0,0.0,2244.06,50.0,0.0,113203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2274.06,2379.0,0,0,0.0,2254.06,50.0,0.0,113703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2284.06,2389.0,0,0,0.0,2264.06,50.0,0.0,114203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2294.06,2399.0,0,0,0.0,2274.06,50.0,0.0,114703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2304.06,2409.0,0,0,0.0,2284.06,50.0,0.0,115203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2314.06,2419.0,0,0,0.0,2294.06,50.0,0.0,115703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2324.06,2429.0,0,0,0.0,2304.06,50.0,0.0,116203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2334.06,2439.0,0,0,0.0,2314.06,50.0,0.0,116703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2344.06,2449.0,0,0,0.0,2324.06,50.0,0.0,117203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2354.06,2459.0,0,0,0.0,2334.06,50.0,0.0,117703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2364.06,2469.0,0,0,0.0,2344.06,50.0,0.0,118203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2374.06,2479.0,0,0,0.0,2354.06,50.0,0.0,118703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2384.06,2489.0,0,0,0.0,2364.06,50.0,0.0,119203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2394.06,2499.0,0,0,0.0,2374.06,50.0,0.0,119703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2404.06,2509.0,0,0,0.0,2384.06,50.0,0.0,120203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2414.06,2519.0,0,0,0.0,2394.06,50.0,0.0,120703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2424.06,2529.0,0,0,0.0,2404.06,50.0,0.0,121203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2434.06,2539.0,0,0,0.0,2414.06,50.0,0.0,121703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2444.06,2549.0,0,0,0.0,2424.06,50.0,0.0,122203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2454.06,2559.0,0,0,0.0,2434.06,50.0,0.0,122703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2464.06,2569.0,0,0,0.0,2444.06,50.0,0.0,123203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2474.06,2579.0,0,0,0.0,2454.06,50.0,0.0,123703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2484.06,2589.0,0,0,0.0,2464.06,50.0,0.0,124203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9977
50,0.0,2494.06,2599.0,0,0,0.0,2474.06,50.0,0.0,124703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9978
50,0.0,2504.06,2609.0,0,0,0.0,2484.06,50.0,0.0,125203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9978
50,0.0,2514.06,2619.0,0,0,0.0,2494.06,50.0,0.0,125703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9978
50,0.0,2524.06,2629.0,0,0,0.0,2504.06,50.0,0.0,126203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9978
50,0.0,2534.06,2639.0,0,0,0.0,2514.06,50.0,0.0,126703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0013,0.9978
50,0.0,2544.06,2649.0,0,0,0.0,2524.06,50.0,0.0,127203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2554.06,2659.0,0,0,0.0,2534.06,50.0,0.0,127703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2564.06,2669.0,0,0,0.0,2544.06,50.0,0.0,128203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2574.06,2679.0,0,0,0.0,2554.06,50.0,0.0,128703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2584.06,2689.0,0,0,0.0,2564.06,50.0,0.0,129203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2594.06,2699.0,0,0,0.0,2574.06,50.0,0.0,129703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2604.06,2709.0,0,0,0.0,2584.06,50.0,0.0,130203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2614.06,2719.0,0,0,0.0,2594.06,50.0,0.0,130703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2624.06,2729.0,0,0,0.0,2604.06,50.0,0.0,131203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2634.06,2739.0,0,0,0.0,2614.06,50.0,0.0,131703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2644.06,2749.0,0,0,0.0,2624.06,50.0,0.0,132203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2654.06,2759.0,0,0,0.0,2634.06,50.0,0.0,132703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2664.06,2769.0,0,0,0.0,2644.06,50.0,0.0,133203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2674.06,2779.0,0,0,0.0,2654.06,50.0,0.0,133703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2684.06,2789.0,0,0,0.0,2664.06,50.0,0.0,134203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2694.06,2799.0,0,0,0.0,2674.06,50.0,0.0,134703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2704.06,2809.0,0,0,0.0,2684.06,50.0,0.0,135203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2714.06,2819.0,0,0,0.0,2694.06,50.0,0.0,135703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2724.06,2829.0,0,0,0.0,2704.06,50.0,0.0,136203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2734.06,2839.0,0,0,0.0,2714.06,50.0,0.0,136703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2744.06,2849.0,0,0,0.0,2724.06,50.0,0.0,137203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2754.06,2859.0,0,0,0.0,2734.06,50.0,0.0,137703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2764.06,2869.0,0,0,0.0,2744.06,50.0,0.0,138203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2774.06,2879.0,0,0,0.0,2754.06,50.0,0.0,138703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2784.06,2889.0,0,0,0.0,2764.06,50.0,0.0,139203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2794.06,2899.0,0,0,0.0,2774.06,50.0,0.0,139703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2804.06,2909.0,0,0,0.0,2784.06,50.0,0.0,140203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2814.06,2919.0,0,0,0.0,2794.06,50.0,0.0,140703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2824.06,2929.0,0,0,0.0,2804.06,50.0,0.0,141203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2834.06,2939.0,0,0,0.0,2814.06,50.0,0.0,141703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2844.06,2949.0,0,0,0.0,2824.06,50.0,0.0,142203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2854.06,2959.0,0,0,0.0,2834.06,50.0,0.0,142703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2864.06,2969.0,0,0,0.0,2844.06,50.0,0.0,143203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2874.06,2979.0,0,0,0.0,2854.06,50.0,0.0,143703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2884.06,2989.0,0,0,0.0,2864.06,50.0,0.0,144203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2894.06,2999.0,0,0,0.0,2874.06,50.0,0.0,144703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2904.06,3009.0,0,0,0.0,2884.06,50.0,0.0,145203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2914.06,3019.0,0,0,0.0,2894.06,50.0,0.0,145703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2924.06,3029.0,0,0,0.0,2904.06,50.0,0.0,146203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2934.06,3039.0,0,0,0.0,2914.06,50.0,0.0,146703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2944.06,3049.0,0,0,0.0,2924.06,50.0,0.0,147203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2954.06,3059.0,0,0,0.0,2934.06,50.0,0.0,147703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2964.06,3069.0,0,0,0.0,2944.06,50.0,0.0,148203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2974.06,3079.0,0,0,0.0,2954.06,50.0,0.0,148703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2984.06,3089.0,0,0,0.0,2964.06,50.0,0.0,149203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,2994.06,3099.0,0,0,0.0,2974.06,50.0,0.0,149703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3004.06,3109.0,0,0,0.0,2984.06,50.0,0.0,150203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3014.06,3119.0,0,0,0.0,2994.06,50.0,0.0,150703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3024.06,3129.0,0,0,0.0,3004.06,50.0,0.0,151203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3034.06,3139.0,0,0,0.0,3014.06,50.0,0.0,151703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3044.06,3149.0,0,0,0.0,3024.06,50.0,0.0,152203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3054.06,3159.0,0,0,0.0,3034.06,50.0,0.0,152703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3064.06,3169.0,0,0,0.0,3044.06,50.0,0.0,153203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3074.06,3179.0,0,0,0.0,3054.06,50.0,0.0,153703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3084.06,3189.0,0,0,0.0,3064.06,50.0,0.0,154203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3094.06,3199.0,0,0,0.0,3074.06,50.0,0.0,154703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3104.06,3209.0,0,0,0.0,3084.06,50.0,0.0,155203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3114.06,3219.0,0,0,0.0,3094.06,50.0,0.0,155703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3124.06,3229.0,0,0,0.0,3104.06,50.0,0.0,156203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3134.06,3239.0,0,0,0.0,3114.06,50.0,0.0,156703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3144.06,3249.0,0,0,0.0,3124.06,50.0,0.0,157203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3154.06,3259.0,0,0,0.0,3134.06,50.0,0.0,157703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3164.06,3269.0,0,0,0.0,3144.06,50.0,0.0,158203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3174.06,3279.0,0,0,0.0,3154.06,50.0,0.0,158703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3184.06,3289.0,0,0,0.0,3164.06,50.0,0.0,159203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3194.06,3299.0,0,0,0.0,3174.06,50.0,0.0,159703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3204.06,3309.0,0,0,0.0,3184.06,50.0,0.0,160203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3214.06,3319.0,0,0,0.0,3194.06,50.0,0.0,160703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3224.06,3329.0,0,0,0.0,3204.06,50.0,0.0,161203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3234.06,3339.0,0,0,0.0,3214.06,50.0,0.0,161703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3244.06,3349.0,0,0,0.0,3224.06,50.0,0.0,162203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3254.06,3359.0,0,0,0.0,3234.06,50.0,0.0,162703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3264.06,3369.0,0,0,0.0,3244.06,50.0,0.0,163203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9978
50,0.0,3274.06,3379.0,0,0,0.0,3254.06,50.0,0.0,163703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3284.06,3389.0,0,0,0.0,3264.06,50.0,0.0,164203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3294.06,3399.0,0,0,0.0,3274.06,50.0,0.0,164703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3304.06,3409.0,0,0,0.0,3284.06,50.0,0.0,165203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3314.06,3419.0,0,0,0.0,3294.06,50.0,0.0,165703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3324.06,3429.0,0,0,0.0,3304.06,50.0,0.0,166203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3334.06,3439.0,0,0,0.0,3314.06,50.0,0.0,166703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3344.06,3449.0,0,0,0.0,3324.06,50.0,0.0,167203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3354.06,3459.0,0,0,0.0,3334.06,50.0,0.0,167703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3364.06,3469.0,0,0,0.0,3344.06,50.0,0.0,168203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3374.06,3479.0,0,0,0.0,3354.06,50.0,0.0,168703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3384.06,3489.0,0,0,0.0,3364.06,50.0,0.0,169203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0012,0.9979
50,0.0,3394.06,3499.0,0,0,0.0,3374.06,50.0,0.0,169703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0011,0.9979
50,0.0,3404.06,3509.0,0,0,0.0,3384.06,50.0,0.0,170203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0011,0.9979
50,0.0,3414.06,3519.0,0,0,0.0,3394.06,50.0,0.0,170703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0011,0.9979
50,0.0,3424.06,3529.0,0,0,0.0,3404.06,50.0,0.0,171203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0011,0.9979
50,0.0,3434.06,3539.0,0,0,0.0,3414.06,50.0,0.0,171703.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0011,0.9979
50,0.0,3444.06,3549.0,0,0,0.0,3424.06,50.0,0.0,172203.0,1.0,Tắc nghẽn,Tắc nghẽn,1,0.001,0.0011,0.9979
